Date,station,SMS-2.0in,SMS-4.0in,SMS-8.0in,SMS-20.0in,SMS-40.0in
2006-12-08,2078:AL:SCAN,31.3,,,,45.5
2006-12-09,2078:AL:SCAN,31.0,,,,45.3
2006-12-10,2078:AL:SCAN,30.8,,,,45.2
2006-12-11,2078:AL:SCAN,30.6,,,,45.0
2006-12-12,2078:AL:SCAN,30.5,,,,44.8
2006-12-13,2078:AL:SCAN,36.5,,,,44.7
2006-12-14,2078:AL:SCAN,34.8,,,,44.6
2006-12-15,2078:AL:SCAN,34.0,,,,44.6
2006-12-16,2078:AL:SCAN,33.4,,,,44.6
2006-12-17,2078:AL:SCAN,33.1,,,,44.6
2006-12-18,2078:AL:SCAN,32.8,,,,44.4
2006-12-19,2078:AL:SCAN,32.5,,,,44.5
2006-12-20,2078:AL:SCAN,32.4,,,,44.4
2006-12-21,2078:AL:SCAN,32.0,,,,44.4
2006-12-22,2078:AL:SCAN,31.8,,,,44.4
2006-12-23,2078:AL:SCAN,36.9,,,,44.3
2006-12-24,2078:AL:SCAN,35.5,,,,44.9
2006-12-25,2078:AL:SCAN,34.8,,,,45.8
2006-12-26,2078:AL:SCAN,37.0,,,,47.6
2006-12-27,2078:AL:SCAN,35.9,,,,47.7
2006-12-28,2078:AL:SCAN,34.8,,,,47.3
2006-12-29,2078:AL:SCAN,34.3,,,,47.3
2006-12-30,2078:AL:SCAN,33.8,,,,47.2
2006-12-31,2078:AL:SCAN,40.1,,,,49.3
2007-01-01,2078:AL:SCAN,37.4,,,,48.2
2007-01-02,2078:AL:SCAN,35.8,,,,47.7
2007-01-03,2078:AL:SCAN,35.0,,,,47.7
2007-01-04,2078:AL:SCAN,34.6,,,,47.5
2007-01-05,2078:AL:SCAN,39.4,,,,49.3
2007-01-06,2078:AL:SCAN,37.1,,,,48.1
2007-01-07,2078:AL:SCAN,35.8,,,,47.7
2007-01-08,2078:AL:SCAN,37.4,,,,48.4
2007-01-09,2078:AL:SCAN,35.6,,,,48.1
2007-01-10,2078:AL:SCAN,34.8,,,,47.8
2007-01-11,2078:AL:SCAN,34.1,,,,47.5
2007-01-12,2078:AL:SCAN,33.8,,,,47.4
2007-01-13,2078:AL:SCAN,33.8,,,,47.2
2007-01-14,2078:AL:SCAN,33.5,,,,47.3
2007-01-15,2078:AL:SCAN,33.1,,,,47.0
2007-01-16,2078:AL:SCAN,38.7,,,,46.9
